index,tDept,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,overall_rating
1494,Statistics,Xuming,,HE,1446482,0,zero,N/A
1495,Mathematics,Yifeng Kevin,,HE,1750085,2,average,2.8
1496,Electrical  Computer Engineering,Wei,,He,2147222,4,poor,1.6
1497,Industrial Engineering,Niao,,He,2307760,1,poor,2.0
1498,Biology,Sam,,Heads,2086800,0,zero,N/A
1499,Law,Paul,,Heald,2453242,1,average,3.0
1500,Information Science,Paul,,Healey,1861240,0,zero,N/A
1501,Information Science,Betsy,,Hearne,1861193,0,zero,N/A
1502,English,Erin,,Heath,1219966,4,poor,2.2
1503,Computer Science,Michael,,Heath,1248031,2,average,3.2
1504,Biology,Katy,,Heath,1927982,9,good,3.8
1505,Communication,Grace,,Hebert,1792149,2,poor,2.2
1506,English,William,,Hechler,845515,16,average,2.8
1507,Business,Gary,,Hecht,2664526,3,poor,2.3
1508,Accounting,Gary,,Hect,2680044,0,zero,N/A
1509,Art History,Anne,,Hedeman,690515,10,average,3.0
1510,Writing,Christine,,Hedlin,1980057,0,zero,N/A
1511,Computer Science,Cinda,,Heeren,511007,77,good,3.9
1512,Psychology,Marie,,Heffernan,1616343,3,good,5.0
1513,Philosophy,Ian,,Hegger,1743604,10,good,4.2
1514,Information Science,Bryan,,Heidorn,1157103,3,poor,1.7
1515,Classics,Stephan,,Heilen,1121360,7,average,3.4
1516,Music,William,,Heiles,395707,10,good,4.3
1517,Mathematics,Aron,,Heleodoro,2652258,4,average,2.5
1518,Journalism,Steve,,Helle,927951,24,good,4.3
1519,Mathematics,Jeremiah,,Heller,2097330,9,good,4.5
1520,Computer Science,Martin,,Hellwig,2134505,19,average,2.9
1521,History,Sandra,,Henderson,1394427,4,good,4.9
1522,Biochem. & Molecular Biology,Jarrod,,Henderson,1495996,7,average,3.3
1523,Information Science,William,,Henderson,1861195,0,zero,N/A
1524,Philosophy,Christopher,,Hendricksen,1088345,7,poor,2.0
1525,Political Science,Ryan,,Hendrickson,1077029,16,good,4.6
1526,Animal Science,Benjamin,,Hendrickson,2531024,0,zero,N/A
1527,Political Science,Marie,,Henehan,1237386,11,poor,1.7
1528,Speech & Hearing Sciences,Julie,,Hengst,1864543,2,poor,1.5
1529,German,Sarah,,Hennebohl,1220558,2,good,4.5
1530,Psychology,Genevieve,,Henricks,1666003,4,good,5.0
1531,Civil Engineering,Jacob,,Henschen,2673024,0,zero,N/A
1532,Spanish,Florencia,,Henshaw,1084005,20,good,3.9
1533,Accounting,John,,Hepp,2466795,4,average,3.0
1534,English,Amelia,,Herb,580625,7,good,4.6
1535,Chemistry,Paul,,Hergenrother,1273472,2,good,4.5
1536,Electrical & Comp. Engineering,Geoffrey,,Herman,1799030,21,good,4.2
1537,Psychology,Jorge,,Hernandez,1643650,10,good,4.9
1538,Social Work,Rosalba,,Hernandez,1951006,1,good,5.0
1539,Music,Eduardo,,Herrera,880480,15,good,4.3
1540,Education,Linda,,Herrera,1658950,9,good,4.8
1541,Spanish,Adrian,,Herrera Escobar,2094239,1,good,5.0
1542,Geology,Eileen,,Herrstrom,1263333,11,good,4.6
1543,English,Samuel,,Hersh,2647856,1,good,5.0
1544,History,Marc,,Hertzman,2493246,1,average,3.0
1545,Special Education,Nancy,,Hertzog,1351961,0,zero,N/A
1546,Biology,Ed,,Heske,328259,3,good,5.0
1547,Art,Laura,,Hetrick,1606709,6,good,4.8
1548,Media & Cinema Studies,Josh,,Heuman,2345387,11,average,2.9
1549,Engineering,Brent,,Heuser,1891114,1,good,5.0
1550,Geography,Geoffrey,,Hewings,619199,3,average,3.2
1551,History,Carolyn,,Hibbard,380407,12,good,3.6
1552,Mechanical Engineering,Lance,,Hibbeler,1619743,8,average,2.7
1553,Biology,Tracey,,Hickox,1247208,4,poor,2.0
1554,Architecture,Stewart,,Hicks,1461865,1,good,5.0
1555,Leisure Studies,Jonathan,,Hicks,1736710,6,good,5.0
1556,Mathematics,Philipp,,Hieronymi,1708382,17,good,4.4
1557,Engineering,Jonathan,,Higdon,916320,5,good,3.6
1558,Psychology,Steve,,Higgins,1159642,9,good,4.6
1559,Education,Chris,,Higgins,1994776,10,average,3.3
1560,Mathematics,A.J.,,Hildebrand,25935,44,good,4.5
1561,Mechanical Engineering,Sascha,,Hilgenfeldt,1236656,7,average,3.4
1562,Languages,Stephanie,,Hilger,593985,6,good,4.7
1563,Dance,Ashley,,Hill,2117609,1,average,2.5
1564,Italian,Laura,,Hill,1371891,13,good,5.0
1565,Health Science,Nikki,,Hillier,134045,11,average,3.0
1566,Kinesiology,Chuck,,Hillman,1924701,0,zero,N/A
1567,Philosophy,Phillip,,Hillmer,1449237,12,good,4.7
1568,Information Science,Lisa,,Hinchliffe,1610285,0,zero,N/A
1569,Political Science,Joseph,,Hinchliffe,295309,113,poor,2.1
1570,Architecture,Kevin,,Hinders,432887,8,average,2.8
1571,Landscape Architecture & Regional Planning,Richard,L,Hindle,1795235,1,good,3.5
1572,Biology,Huey,,Hing,394709,7,average,3.0
1573,Mathematics,Aimo,,Hinkkanen,265283,11,good,3.9
1574,Psychology,James,R,Hinman,2567403,0,zero,N/A
1575,Computer Science,Anil,,Hirani,1004115,18,poor,2.1
1576,Chemistry,So,,Hirata,2451354,1,good,5.0
1577,Statistics,Nathan,,Hirtz,989057,8,poor,2.4
1578,Chinese,Yu Hui,,Ho,1787994,1,good,5.0
1579,Music,Ian,,Hobson,909044,2,good,5.0
1580,Languages,Hans Henrich,,Hock,522948,10,good,4.3
1581,Mathematics,Daniel,,Hockensmith,2017238,0,zero,N/A
1582,Media Arts,Stephen,,Hocker,1649009,3,poor,2.2
1583,Business,Lloyd,,Hodges,981298,7,average,2.7
1584,Art & Design,Karin,,Hodgin Jones,2648268,1,good,5.0
1585,German,Verena,,Hoefig,2258575,3,good,5.0
1586,Mechanical Engineering,David,,Hoelzle,1269949,0,zero,N/A
1587,Religion,Valerie,,Hoffman,754026,26,average,3.2
1588,Mathematics,April,,Hoffmeister ,2014425,24,good,4.5
1589,History,Kristin,,Hoganson,211569,22,average,3.2
1590,History,Rana,A,Hogarth,2476171,2,good,4.5
1591,Studio Art,Laurie,,Hogin,826175,4,good,5.0
1592,Computer Science,Derek,,Hoiem,1579439,11,good,4.4
1593,Journalism,Ben,,Holden,2141696,13,average,3.3
1594,Accounting,Daniel,,Holder,648283,12,good,4.6
1595,Electrical amp Computer Engineering,Gilbert,,Holder,2291719,5,good,5.0
1596,Accounting,Charles,B,Holder,2539812,2,good,4.5
1597,English,Cory,,Holding,948217,2,good,4.8
1598,English,Marilyn,,Holguin,1070394,18,good,4.4
1599,Business,Carissa,,Holler,1172481,0,zero,N/A
1600,Speech Communication,Kay,,Holley,908605,6,good,4.7
1601,Biology,Jo-Anne,,Holley,1812289,2,good,3.5
1602,Engineering,Laura,,Hollis,781811,4,good,5.0
1603,Health Science,Charles,,Holmes,967895,10,good,4.2
1604,Music,J. Michael,,Holmes,1664763,4,good,5.0
1605,Biology,Chris,,Holmes,1693530,3,good,5.0
1606,Sociology,Nicole,,Holtzclaw-Stone,1417600,8,poor,1.8
1607,Economics,Seung-Hyun,,Hong,1205714,6,poor,1.9
1608,Social Work,Jun Sung,,Hong,1324766,3,good,4.7
1609,Hospitality,Benny,Bong hwan,Hong,2268585,0,zero,N/A
1610,Business,Liang,,Hongyang,2660613,1,average,3.0
1611,Physics,Benjamin,,Hooberman,2205304,6,good,4.3
1612,International Studies,William,,Hope,1070030,10,good,4.1
1613,Information Science,David,,Hopping,2577432,2,good,3.5
1614,Agricultural Economics,Robert,,Hornbaker,1613122,5,good,3.6
1615,Art History,Eric,,Hostetter,971699,6,average,3.1
1616,Information Science,Valerie,,Hotchkiss,1808943,4,good,3.8
1617,Biology,John,,Hough,471038,17,average,3.2
1618,Music,Barry,,Houser,1696798,13,good,4.4
1619,Information Science,Brant,,Houston,1861179,1,average,3.0
1620,Social Work,Libby,,Houston,2682310,1,good,5.0
1621,Engineering,Naira,,Hovakimyan,1378832,1,poor,1.0
1622,American Studies,Leanee,,Howe,1220550,3,average,3.3
1623,Religion,Kenneth,,Howell,1090061,8,good,4.6
1624,Journalism,Michael,,Howie,810029,2,average,2.5
1625,History,Fred,,Hoxie,487595,24,good,3.6
1626,Chemistry,Mirth,,Hoyt,1485682,7,poor,2.2
1627,"Recreation, Parks, & Tourism",Nicholas,,Hryhorczuk,1548376,4,good,5.0
1628,Engineering,Elizabeth,,Hsiao-Wecksler,934048,7,good,3.5
1629,Engineering,Kuang-Chien,,Hsieh,1227482,2,good,4.0
1630,Biology,Feng Sheng,,Hu,182098,19,poor,2.5
1631,Engineering,Yih-Chun,,Hu,1037028,35,good,3.5
1632,Mathematics,Ping,,HU,1323873,1,poor,1.0
1633,Engineering,Yuhang,,Hu,2146809,2,average,2.8
1634,Psychology,Yifan,,Hu,2553064,11,good,4.5
1635,Statistics,Lei,,Hua,2457153,0,zero,N/A
1636,Spanish,Jose,,Hualde,1510956,7,good,4.8
1637,Chinese,Yiju,,Huang,865575,6,good,4.8
1638,Education,David,,Huang,1120383,3,good,4.0
1639,Statistics,Yinxiao,,Huang,1747059,14,poor,2.1
1640,Classics,Melissa,,Huang,1838444,3,good,5.0
1641,Psychology,Alice,,Huang,2133786,1,good,5.0
1642,History,Jun,,Huang,2197966,4,good,3.5
1643,Engineering,Pinshane,,Huang,2315829,0,zero,N/A
1644,Materials Engineering,Pinshane,,Huang,2317930,5,good,5.0
1645,Finance,Jiekun,,Huang,2328078,1,good,5.0
1646,Chemistry,Tina,,Huang,1665735,125,good,3.7
1647,Electrical amp Comp. Engineering,Jian,,Huang,2569579,15,poor,1.5
1648,Biology,Steven,,Huber,504062,0,zero,N/A
1649,Psychology,Larry,,Hubert,859197,2,good,4.8
1650,Physics,Alfred,,Hubler,726630,5,good,4.3
1651,Business,Barry,,Hudek,2442154,2,good,5.0
1652,Agriculture,Matthew,,Hudson,774000,3,good,4.8
1653,Fine Arts,Bradley,,Hudson,1399200,0,zero,N/A
1654,Art & Design,Steven,,Hudson,2636608,2,good,5.0
1655,Mathematics,Alan,,Huebner,718943,10,good,4.8
1656,History,Silvia,,Huerta Kosovych,2417209,1,good,5.0
1657,Religion,Charles,,Huff,2000288,0,zero,N/A
1658,"Nuclear, Plasma, & Radiological Engineering",Kathryn,,Huff,2211513,4,good,5.0
1659,Communication,Billy,,Huff,2528968,5,good,5.0
1660,Education,Barbara,,Hug,1116107,3,good,4.0
1661,Anthropology,Cris,E,Hughes,1760260,4,good,4.8
1662,Physics,Taylor,,Hughes,1783501,2,good,5.0
1663,Animal Biology,Katie,,Hughes,1929464,1,poor,1.0
1664,Special Education,Mary Alayne,,Hughes,2036312,0,zero,N/A
1665,Communication,Marian,,Huhman,2056464,3,good,4.2
1666,Chemistry,Kami,L,Hull,1835914,4,good,4.8
1667,English,Aleksondra,,Hultquist,1052195,2,good,4.8
1668,Psychology,John,E,Hummel,1805753,5,good,4.0
1669,Political Science,Sarah,,Hummel,1987712,7,good,4.8
1670,Chemistry,Tom,,Hummel,157386,233,good,3.6
1671,Mathematics,Dirk,,Hundertmark,1036077,8,poor,2.3
1672,French,Brian,,Hunt,1724784,5,good,4.7
1673,German,Anna,,Hunt,2647736,0,zero,N/A
1674,English,Irvin,Joseph,Hunt,2130259,2,good,4.5
1675,Mathematics,Andrew,,Hunte,1666692,1,good,4.5
1676,Psychology,Carla,,Hunter,1152781,4,good,3.7
1677,Information Science,Andrew,,Huot,1861131,1,good,4.0
1678,History,Hyungju,,Hur,1635721,0,zero,N/A
1679,Mathematics,Vera,,Hur,1716482,4,poor,2.2
1680,Education,Anthony,,Hursh,1556429,2,good,5.0
1681,Geology,Stephen,,Hurst,981944,4,poor,1.1
1682,Economics,Ralph,,Husby,7740,23,good,3.6
1683,History,Carla,,Hustak,1758824,4,average,2.9
1684,Accounting,Michelle,,Hutchens,2377607,2,good,3.5
1685,Accounting,Matthew,,Hutchens,2428711,2,good,4.5
1686,Mechanical Engineering,Shelby,,Hutchens,1922347,13,average,2.9
1687,Engineering,Seth,,Hutchinson,7743,18,good,3.5
1688,Languages,Claire,,Hutchinson,677874,0,zero,N/A
1689,English,Gordon,,Hutner,611294,10,poor,2.0
1690,Chemistry,Mioy,,Huynh,2212326,2,good,4.5
1691,Engineering,Wen-Mei,,Hwu,249015,9,good,5.0
1692,Spanish,Arkaitz,,Ibarretxe,2089914,4,good,4.8
1693,Accounting,Adel,,Ibrahim,868684,24,average,2.6
1694,Spanish,Ane,,Icardo-Isasa,2318776,5,good,5.0
1695,Civil Engineering,Ernest-John,,Ignacio,2506290,3,good,5.0
1696,Biology,Jack,,Ikeda,847973,36,average,3.1
1697,Electrical & Comp. Engineering,Raluca,,Ilie,2438240,2,good,5.0
1698,Accounting,Eugene,,Imhoff,1261521,2,poor,1.2
1699,Biology,Jim,,Imlay,2214924,1,good,5.0
1700,Bioengineering,Princess,,Imoukhuede,1765835,10,good,3.5
1701,Anthropology,Jonathan,,Inda,1625972,1,good,5.0
1702,English,Kelly,,Innes,1221712,5,average,3.0
1703,Urban & Regional Planning,Misa,,Inoue,1612401,3,poor,2.0
1704,Dance,Kate,,Insolia,1368354,0,zero,N/A
1705,Linguistics,Tania,,Ionin,1035483,6,good,3.6
1706,Spanish,Maria,Arruti,Iparraguirre,2185239,1,poor,2.0
1707,Finance,Rustom,M,Irani,1940269,3,good,5.0
1708,Spanish,Javier,,Irigoyen-Garcia,1545182,2,good,4.5
1709,Political Science,Adam,,Irish,1164288,7,good,4.6
1710,Information Science,Sharon,,Irish,1861133,0,zero,N/A
1711,Psychology,David,,Irwin,465291,17,good,3.9
1712,Agriculture,Scott,,Irwin,1110573,6,good,3.6
1713,Communication,Katie,,Irwin,1695232,8,good,4.6
1714,Agriculture,Olga,,Isengildina-Massa,1413805,0,zero,N/A
1715,Speech & Hearing Sciences,Keiko,,Ishikawa,2420766,5,good,3.6
1716,Social Work,Noah,J,Isserman,1879915,19,good,4.4
1717,Information Systems,Anton,,Ivanov,2525818,1,average,3.0
1718,Mathematics,Sergei,,Ivanov,915083,8,poor,2.3
1719,Foreign Languages,Roman,,Ivashkiv,2249128,2,good,5.0
1720,English,Anna,,Ivy,827845,13,good,4.4
1721,Community Health Sciences,Juliet,,Iwelunmor,2186402,0,zero,N/A
1722,Electrical  Comp. Engineering,Ravishankar,,Iyer,2232240,2,poor,1.5
1723,Communication,Jose,G.,Izaguirre,1964117,4,average,3.0
1724,Accounting,Kevin,,Jackson,928533,14,good,4.2
1725,Finance,James,,Jackson,1050368,13,poor,2.0
1726,Communication,Sally,,Jackson,1721057,9,average,3.1
1727,Business,Eric,,Jackson,2089243,0,zero,N/A
1728,Engineering,Anthony,,Jacobi,616627,10,good,4.6
1729,Biology,Tom,,Jacobs,845284,14,average,2.9
1730,Communication,"Curtis, Scott",,Jacobs,1640759,13,good,3.5
1731,History,Nils,,Jacobsen,736657,18,poor,2.1
1732,French,Jessica,,Jacobson,1267919,3,good,5.0
1733,Computer Science,Sheldon,,Jacobson,1636624,17,poor,2.2
1734,Media  Cinema Studies,Diana,,Jaher,1960639,6,average,3.3
1735,Electrical  Computer Engineering,Ankit,,Jain,1985605,1,good,4.5
1736,Chemistry,Prashant,,Jain,2158110,0,zero,N/A
1737,Atmospheric Sciences,Atul,,Jain,2374060,0,zero,N/A
1738,Sociology,Kevin,,James,835530,0,zero,N/A
1739,African-American Studies,Rory,,James,1591273,4,good,4.2
1740,Engineering,Kai,,James,2069327,2,good,4.3
1741,Chemistry,Daniel,,Jamieson,1758513,38,poor,1.6
1742,Graphic Arts,Wonsil,,Jang,2576878,1,poor,1.0
1743,Accounting,Hansol,,Jang,2267075,3,average,2.7
1744,Chemistry,Phil,,Janowicz,1261183,10,average,3.2
1745,Electrical  Comp. Engineering,Juan,Jose,Jaramillo Jimenez,2068208,6,good,3.7
1746,Biochem. & Molecular Biology,Alan,,Jarman,1745744,9,good,5.0
1747,African-American Studies,Robin,L,Jarrett,1875993,2,average,2.5
1748,Mechanical Engineering,Iwona,M,Jasiuk,1824448,7,poor,1.5
1749,Spanish,Jill,,Jegerski,1749451,6,good,4.0
1750,Anthropology,Petra,,Jelinek,2422455,2,good,3.5
1751,Liberal Arts & Sciences,Christine,,Jenkins,846602,4,good,4.4
1752,German,Richard,,Jenkins,1280673,4,good,3.6
1753,Theater,Jeffrey,Eric,Jenkins,2533873,0,zero,N/A
1754,German,Robert,,Jenkins,2654392,1,good,5.0
1755,English,Candice,,Jenkins,2084904,2,good,5.0
1756,Graphic Arts,John,,Jennings,800853,8,good,3.7
1757,Psychology,Melinda,,Jensen,1722656,0,zero,N/A
1758,Bioengineering,Paul,,Jensen,2456818,2,good,4.5
1759,Bioengineering,Karin,,Jensen,2094250,7,average,3.1
1760,English,Brandon,,Jernigan,727597,9,average,2.8
1761,Atmospheric Sciences,Brian,,Jewett,2160385,2,average,3.0
1762,Mathematics,Ran,,Ji,2541699,19,average,2.6
1763,Computer Science,Heng,,Ji,2541177,4,good,5.0
1764,Electrical & Comp. Engineering,Jing,,Jiang,2469123,1,poor,1.0
1765,Writing,Miguel,,Jimenez,1766295,3,good,4.7
1766,Spanish,Beatriz,,Jimenez,2644581,1,average,3.0
1767,Engineering,Jianming,,Jin,391763,8,good,4.7
1768,Computer Science,Ralph,,Johnson,188414,4,good,3.6
1769,Speech & Hearing Sciences,Cynthia,,Johnson,263112,10,good,4.4
1770,Engineering,Duane,,Johnson,395287,5,average,2.5
1771,Journalism,Brian,,Johnson,454598,6,good,3.5
1772,Geology,Tom,,Johnson,456820,4,good,4.8
1773,Finance,Timothy,,Johnson,759237,5,good,4.4
1774,German,Laurie,,Johnson,897593,16,good,4.5
1775,Mechanical Engineering,Harley,,Johnson,1425998,6,good,4.2
1776,Mathematics,Paul,,Johnson,1720025,7,good,5.0
1777,Speech & Hearing Sciences,Aaron,,Johnson,1801242,6,good,4.0
1778,Engineering,Blake,,Johnson,1901496,12,good,4.2
1779,Mathematics,Rebecca,L,Johnson,2044499,3,poor,1.0
1780,Natural Resources,McKenzie,F,Johnson,2561329,1,good,5.0
1781,Liberal Arts & Sciences,Curtis,,Johnson,2607175,0,zero,N/A
1782,Writing,Jasmine,,Johnson,2602955,2,average,2.5
1783,Biology,Stefan,,Johnsrud,1518312,2,average,3.0
1784,Speech Communication,Elizabeth,,Johnston,948474,3,good,4.3
1785,Dance,Philip,,Johnston,1359949,9,good,4.3
1786,English,Kyle,R,Johnston,1984866,0,zero,N/A
1787,Aviation,William,,Jones,328714,4,good,4.5
1788,Engineering,Douglas,,Jones,567280,4,good,4.1
1789,Aviation,Bill,,Jones,688575,7,good,4.6
1790,Music,Joseph,,Jones,1077316,7,good,4.4
1791,Psychology,Erin,,Jones,1546549,2,good,4.8
1792,Psychology,Kisha,,Jones,1636893,4,average,3.0
1793,History,Ryan,,Jones,1667274,1,good,5.0
1794,Community Health Sciences,Ashleigh,,Jones,1722907,5,good,4.1
1795,Information Science,Jimi,,Jones,1861134,0,zero,N/A
1796,Engineering,Kortney,K,Jones,2347400,0,zero,N/A
1797,English,Jamie,,Jones,2180761,5,good,4.8
1798,History,Jason,,Jordon,1510936,0,zero,N/A
1799,Psychology,Dana,,Joseph,1481573,2,good,4.8
1800,Speech Communication,Chris,,Josey,1155914,15,good,4.9
1801,Mechanical Engineering,Gabriel,J,Juarez,2126370,13,good,4.5
1802,Sociology,Moon-Kie,,Jung,1157767,2,good,4.0
1803,Mathematics,Marius,,Junge,908365,21,poor,2.5
1804,Psychology,Janice,,Juraska,512820,25,average,3.4
1805,Languages,Daria,,Kabanova,942064,5,good,4.8
1806,Computer Science,Richard,,Kacirek,2398759,0,zero,N/A
1807,Information Science,Joanne,,Kaczmarek,1861136,0,zero,N/A
1808,Foreign Languages,Lilya,,Kaganovsky,851108,5,good,4.5
1809,Architecture,Arthur,,Kaha,557341,14,good,4.1
1810,Kinesiology,Tim,,Kahle,1558738,0,zero,N/A
1811,English,Maggie,Johanne,Kainulainen,1952389,0,zero,N/A
1812,Electrical  Computer Engineering,Peter,,Kairouz,2094065,2,good,4.8
1813,East Asian Studies,Alex,,Kais,1868209,1,good,5.0
1814,Biology,Ibulaimu,,Kakoma,854498,0,zero,N/A
1815,Engineering,Zbigniew,,Kalbarczyk,1450614,6,average,2.8
1816,Computer Science,Laxmikant,,Kale,412124,17,poor,2.3
1817,Science,James,,Kaler,26680,27,good,4.7
1818,Geography,Ezekial,,Kalipeni,617988,23,poor,2.4
1819,Engineering,Prasanta,,Kalita,749685,11,good,4.3
1820,Biochemistry,Auinash,,Kalsotra,2157991,1,good,5.0
1821,Communication,Jennifer,,Kam,1832572,1,average,3.0
1822,Electrical & Comp. Engineering,Farzad,,Kamalabadi,1874305,4,good,4.5
1823,English,Yu-Kyung,,Kang,1247840,4,average,3.4
1824,Civil Engineering,Thomas,,Kang,2219208,0,zero,N/A
1825,Community Health Sciences,Hyojung,,Kang,2469077,2,poor,2.0
1826,Psychology,Dahyeon (Dani),,Kang,2622875,2,good,5.0
1827,Electrical & Computer Engineering,Nickvash,,Kani,2596546,4,average,2.7
1828,Finance,Srinivasan,,Kannan,209540,9,good,4.2
1829,Architecture,Jeff,,Kansler,1277510,9,good,3.9
1830,Earth Science,Robert,,Kanter,1967130,5,good,4.1
1831,Accounting,Glenda,,Kao,1364551,1,poor,1.0
1832,Physics,Alex,,Kao,1397228,0,zero,N/A
1833,English,Alexis,,Kap,2332844,2,average,3.0
1834,Literature,Brett,,Kaplan,598128,5,poor,2.4
1835,Community Health Sciences,Justine,,Kaplan,1895313,32,good,4.2
1836,TA,Andrew,,Kaplan,1981923,8,average,2.8
1837,Writing,Andrew,,Kaplan,2067048,2,poor,1.3
1838,Engineering,Shiv,,Kapoor,485086,6,good,3.5
1839,Mathematics,Ilya,,Kapovich,407394,14,good,3.5
1840,Mathematics,Ilia Kapovitch ,,Kapovitch ,2049371,0,zero,N/A
1841,Computer Science,Karrie,,Karahalios,827364,8,average,3.4
1842,Social Science,John,T.,Karam,2335985,0,zero,N/A
1843,Journalism,Kavita,,Karan,1808012,0,zero,N/A
1844,Foods amp Nutrition,Justine,,Karduck,2369848,1,good,5.0
1845,Finance,Mahyar,,Kargar,2673391,1,average,3.0
1846,Foreign Languages,Josephine,,Karkafi,2050782,6,good,4.8
1847,Communication,Elizabeth,,Karras,1499246,2,average,3.0
1848,Advertising,Terry,,Kasdan,2680526,0,zero,N/A
1849,Women's Studies,Maryam,,Kashani,2336605,1,good,5.0
1850,Geography,Shakil,Bin,Kashem,2192899,5,good,3.6
1851,Electrical  Computer Engineering,Dimitrios,,Katselis,2092005,6,good,4.0
1852,Linguistics,Stefanos,,Katsikas,1905813,4,good,5.0
1853,Psychology,Yuta,,Katsumi,1964935,5,good,5.0
1854,Mathematics,Sheldon,H.,Katz,2264562,0,zero,N/A
1855,Chemistry,John,,Katzenellenbogen,888576,5,average,2.8
1856,Information Science,Paula,,Kaufman,1861182,0,zero,N/A
1857,Classics,Brett,,Kaufman,2635264,0,zero,N/A
1858,English,U. Milo,,Kaufmann,1081254,7,good,3.9
1859,Mathematics,Vivek,,Kaushik,2546112,0,zero,N/A
1860,Mathematics,Ali,S,Kavruk,1798965,13,average,3.2
1861,Media & Cinema Studies,Angela,,Ke-Li,2484251,2,poor,1.5
1862,Engineering,Richard,,Keane,273579,74,average,2.9
1863,Agriculture,Kari,,Keating,1712754,5,good,4.5
1864,Mathematics,Rinat,,Kedem,568501,25,poor,1.9
1865,Languages,Yore,,Kedem,1044949,7,good,4.3
1866,Music,Jonathan,,Keeble,679455,13,good,5.0
1867,Science,Jason,,Keeler,1123296,0,zero,N/A
1868,Social Work,Kimberly,,Keenan,2326606,0,zero,N/A
1869,Music,James,,Keene,235217,6,average,3.2
1870,Biochem. & Molecular Biology,Thomas,,Kehl-Fie,2675632,0,zero,N/A
1871,Chemistry,David,,Kell,2116847,14,poor,2.3
1872,French,Marcus,,Keller,843543,3,good,4.3
1873,Anthropology,Janet,,Keller,949338,1,good,5.0
1874,Philosophy,James,,Keller,2224635,1,good,4.0
1875,Sociology,Margaret. S,,Kelley,1408741,4,good,4.4
1876,Education,Julia,,Kellman,1210953,0,zero,N/A
1877,English,Daniel,,Kelly,319475,16,average,2.7
1878,Culinary Arts,John,,Kelly,927250,0,zero,N/A
1879,Spanish,Megan,,Kelly,1510945,0,zero,N/A
1880,Communication,Lindsay,,Kelpinski,2633105,3,average,3.0
1881,Astronomy,Athol,,Kemball,1270813,23,good,4.6
1882,Biochem.  Molecular Biology,Jongsook,Kim,Kemper,2229381,1,average,3.0
1883,Information Science,Lori,,Kendall,1861219,11,poor,2.0
1884,Fine Arts,Barbara,,Kendrick,731407,2,poor,1.8
1885,Natural Resources,Angela,,Kent,2168633,5,good,4.8
1886,"Recreation, Parks, & Tourism",Andrew,,Kerins,1684939,1,good,4.0
1887,Mathematics,Ely,,Kerman,1348404,14,average,3.3
1888,Psychology,Justin,,Kern,2257175,1,good,5.0
1889,Mechanical Engineering,Mariana,,Kersh,2046302,6,poor,1.7
1890,Engineering,Mariana,,Kersh,2046352,0,zero,N/A
1891,Community Health Sciences,Renique,,Kersh,1868417,7,good,3.7
1892,French,Jesse,Marie,Keruskin,2533845,1,good,5.0
1893,Agriculture,Darrel,,Kesler,242436,19,good,4.9
1894,Landscape Architecture & Regional Planning,Gary,B,Kesler,2421338,0,zero,N/A
1895,English,Kelsey,,Keyes,757427,13,good,4.0
1896,Religion,Mohammad,,Khalil,1049965,18,good,4.8
1897,Sociology,Heba,M.,Khalil,2632596,1,good,5.0
